File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Donor(s)	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	Azure URL	File analysis title	File analysis status	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF624DZN	bigBed narrowPeak	bigBed	narrowPeak	peaks	hg19	ENCSR648LAH	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										DDX3X-human	RNA				ultraviolet irradiation	strand-specific	2016-04-26	ENCODE		see document	175-300	1	1_1							/files/ENCFF798XQM/	2763752	Gene Yeo, UCSD	05f86e4b4e92ff84b508ab462e0885fa		https://www.encodeproject.org/files/ENCFF624DZN/@@download/ENCFF624DZN.bigBed				released	s3://encode-public/2016/12/02/ce7253bb-c5f9-4d8b-80e6-9e05aaeaffbc/ENCFF624DZN.bigBed	https://datasetencode.blob.core.windows.net/dataset/2016/12/02/ce7253bb-c5f9-4d8b-80e6-9e05aaeaffbc/ENCFF624DZN.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19	archived			
ENCFF562CTF	bigBed narrowPeak	bigBed	narrowPeak	peaks	GRCh38	ENCSR648LAH	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										DDX3X-human	RNA				ultraviolet irradiation	strand-specific	2016-04-26	ENCODE		see document	175-300	1	1_1							/files/ENCFF635SWD/	2743632	Gene Yeo, UCSD	da50877d9d003e3bff4db2786a568a35		https://www.encodeproject.org/files/ENCFF562CTF/@@download/ENCFF562CTF.bigBed				released	s3://encode-public/2016/12/03/294258ae-eca7-48bf-bb81-c2f04a0a5a23/ENCFF562CTF.bigBed	https://datasetencode.blob.core.windows.net/dataset/2016/12/03/294258ae-eca7-48bf-bb81-c2f04a0a5a23/ENCFF562CTF.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38	released			
ENCFF336PLF	bigBed narrowPeak	bigBed	narrowPeak	peaks	GRCh38	ENCSR648LAH	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										DDX3X-human	RNA				ultraviolet irradiation	strand-specific	2016-04-26	ENCODE		see document	175-300	2	2_1							/files/ENCFF871UZO/	1688985	Gene Yeo, UCSD	62476b7bb141f75f22fa1a3b105d370d		https://www.encodeproject.org/files/ENCFF336PLF/@@download/ENCFF336PLF.bigBed				released	s3://encode-public/2016/12/03/6aa9ac49-ca8e-4054-9b96-91f9ac41782d/ENCFF336PLF.bigBed	https://datasetencode.blob.core.windows.net/dataset/2016/12/03/6aa9ac49-ca8e-4054-9b96-91f9ac41782d/ENCFF336PLF.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38	released			
ENCFF381UFF	bam	bam		alignments	hg19	ENCSR527DXF	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										EFTUD2-human	RNA				ultraviolet irradiation	strand-specific	2016-04-26	ENCODE		see document	175-300	2	2_1		40					/files/ENCFF441XUV/, /files/ENCFF727KTZ/	166174623	Gene Yeo, UCSD	d2ef0b571fff00f82748992956831d64		https://www.encodeproject.org/files/ENCFF381UFF/@@download/ENCFF381UFF.bam				released	s3://encode-public/2016/03/17/e4ce8433-d22f-4d48-9b1a-5de90b8fd85a/ENCFF381UFF.bam	https://datasetencode.blob.core.windows.net/dataset/2016/03/17/e4ce8433-d22f-4d48-9b1a-5de90b8fd85a/ENCFF381UFF.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19	archived			
ENCFF201YNC	bam	bam		alignments	hg19	ENCSR527DXF	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										EFTUD2-human	RNA				ultraviolet irradiation	strand-specific	2016-04-26	ENCODE		see document	175-300	1	1_1		39					/files/ENCFF490GBA/, /files/ENCFF454UOS/	466592951	Gene Yeo, UCSD	f0c8fab45be7cd14a356c86cdc806eb1		https://www.encodeproject.org/files/ENCFF201YNC/@@download/ENCFF201YNC.bam				released	s3://encode-public/2016/03/17/d0e51edb-99ed-4cce-a69a-2e4308659221/ENCFF201YNC.bam	https://datasetencode.blob.core.windows.net/dataset/2016/03/17/d0e51edb-99ed-4cce-a69a-2e4308659221/ENCFF201YNC.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19	archived			
ENCFF017IRY	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR527DXF	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										EFTUD2-human	RNA				ultraviolet irradiation	strand-specific	2016-04-26	ENCODE		see document	175-300	1, 2	1_1, 2_1							/files/ENCFF056AWB/, /files/ENCFF955RUR/, /files/ENCFF201YNC/, /files/ENCFF381UFF/, /files/ENCFF511ZTQ/, /files/ENCFF039QTN/	181698	Gene Yeo, UCSD	eba1e45e60f7c4306fbf5cc76fb8e101		https://www.encodeproject.org/files/ENCFF017IRY/@@download/ENCFF017IRY.bed.gz				released	s3://encode-public/2018/06/08/c929b582-06cb-4965-9939-728fe001c536/ENCFF017IRY.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2018/06/08/c929b582-06cb-4965-9939-728fe001c536/ENCFF017IRY.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19	archived			
ENCFF499JDZ	bam	bam		alignments	GRCh38	ENCSR527DXF	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										EFTUD2-human	RNA				ultraviolet irradiation	strand-specific	2016-04-26	ENCODE		see document	175-300	1	1_1		39					/files/ENCFF490GBA/, /files/ENCFF454UOS/	454495870	Gene Yeo, UCSD	09fbc46885a40976cc3910b68d1f10cb		https://www.encodeproject.org/files/ENCFF499JDZ/@@download/ENCFF499JDZ.bam				released	s3://encode-public/2016/09/09/acb6a1a0-866a-416d-9f0a-0055337bada8/ENCFF499JDZ.bam	https://datasetencode.blob.core.windows.net/dataset/2016/09/09/acb6a1a0-866a-416d-9f0a-0055337bada8/ENCFF499JDZ.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38	released			
ENCFF061QCD	bam	bam		alignments	GRCh38	ENCSR527DXF	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										EFTUD2-human	RNA				ultraviolet irradiation	strand-specific	2016-04-26	ENCODE		see document	175-300	2	2_1		40					/files/ENCFF441XUV/, /files/ENCFF727KTZ/	156880206	Gene Yeo, UCSD	98b4059e253bc2f2248b7aec4e90f555		https://www.encodeproject.org/files/ENCFF061QCD/@@download/ENCFF061QCD.bam				released	s3://encode-public/2016/09/09/d332026e-69f0-4400-9c19-dd510e1af2e4/ENCFF061QCD.bam	https://datasetencode.blob.core.windows.net/dataset/2016/09/09/d332026e-69f0-4400-9c19-dd510e1af2e4/ENCFF061QCD.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38	released			
ENCFF035LGQ	bigWig	bigWig		minus strand signal of unique reads	hg19	ENCSR527DXF	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										EFTUD2-human	RNA				ultraviolet irradiation	strand-specific	2016-04-26	ENCODE		see document	175-300	2	2_1							/files/ENCFF381UFF/	9445677	Gene Yeo, UCSD	5c5f0fdc73ffe5352537496ea3aa867e		https://www.encodeproject.org/files/ENCFF035LGQ/@@download/ENCFF035LGQ.bigWig				released	s3://encode-public/2016/11/09/3d403b5c-6b4b-4937-ab75-3f9e9bfe0fa6/ENCFF035LGQ.bigWig	https://datasetencode.blob.core.windows.net/dataset/2016/11/09/3d403b5c-6b4b-4937-ab75-3f9e9bfe0fa6/ENCFF035LGQ.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19	archived			
ENCFF741ZOS	bigWig	bigWig		minus strand signal of unique reads	hg19	ENCSR527DXF	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										EFTUD2-human	RNA				ultraviolet irradiation	strand-specific	2016-04-26	ENCODE		see document	175-300	1	1_1							/files/ENCFF201YNC/	21585597	Gene Yeo, UCSD	e1f956b9a8909b27d9737337af0d0170		https://www.encodeproject.org/files/ENCFF741ZOS/@@download/ENCFF741ZOS.bigWig				released	s3://encode-public/2016/11/09/71d64ca9-e134-48c0-8850-2185993ac84d/ENCFF741ZOS.bigWig	https://datasetencode.blob.core.windows.net/dataset/2016/11/09/71d64ca9-e134-48c0-8850-2185993ac84d/ENCFF741ZOS.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19	archived			
ENCFF036SRS	bigWig	bigWig		plus strand signal of unique reads	hg19	ENCSR527DXF	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										EFTUD2-human	RNA				ultraviolet irradiation	strand-specific	2016-04-26	ENCODE		see document	175-300	2	2_1							/files/ENCFF381UFF/	10004757	Gene Yeo, UCSD	4bb2766e2c28039126e26837a665427a		https://www.encodeproject.org/files/ENCFF036SRS/@@download/ENCFF036SRS.bigWig				released	s3://encode-public/2016/11/09/1e6482fa-fb16-444f-956b-46140ea2f7be/ENCFF036SRS.bigWig	https://datasetencode.blob.core.windows.net/dataset/2016/11/09/1e6482fa-fb16-444f-956b-46140ea2f7be/ENCFF036SRS.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19	archived			
ENCFF519LOW	bigWig	bigWig		plus strand signal of unique reads	hg19	ENCSR527DXF	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										EFTUD2-human	RNA				ultraviolet irradiation	strand-specific	2016-04-26	ENCODE		see document	175-300	1	1_1							/files/ENCFF201YNC/	22845142	Gene Yeo, UCSD	654f931da3460c6c7cc190e73efe3dc6		https://www.encodeproject.org/files/ENCFF519LOW/@@download/ENCFF519LOW.bigWig				released	s3://encode-public/2016/11/09/fda2f223-a13a-411f-85db-5906a06372d2/ENCFF519LOW.bigWig	https://datasetencode.blob.core.windows.net/dataset/2016/11/09/fda2f223-a13a-411f-85db-5906a06372d2/ENCFF519LOW.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19	archived			
ENCFF657AOS	bigWig	bigWig		minus strand signal of unique reads	GRCh38	ENCSR527DXF	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										EFTUD2-human	RNA				ultraviolet irradiation	strand-specific	2016-04-26	ENCODE		see document	175-300	2	2_1							/files/ENCFF061QCD/	9078356	Gene Yeo, UCSD	ba9e49d709351e4728ae61313c8cd08b		https://www.encodeproject.org/files/ENCFF657AOS/@@download/ENCFF657AOS.bigWig				released	s3://encode-public/2016/11/09/37dc430f-8f10-445f-ac91-46e99b429d4f/ENCFF657AOS.bigWig	https://datasetencode.blob.core.windows.net/dataset/2016/11/09/37dc430f-8f10-445f-ac91-46e99b429d4f/ENCFF657AOS.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38	released			
ENCFF206TXR	bigWig	bigWig		minus strand signal of unique reads	GRCh38	ENCSR527DXF	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										EFTUD2-human	RNA				ultraviolet irradiation	strand-specific	2016-04-26	ENCODE		see document	175-300	1	1_1							/files/ENCFF499JDZ/	21210115	Gene Yeo, UCSD	4d7c5be16ea9a4d6b6fca245f30f40f7		https://www.encodeproject.org/files/ENCFF206TXR/@@download/ENCFF206TXR.bigWig				released	s3://encode-public/2016/11/09/1e42ecbd-3cd0-490f-a543-59efa31bc824/ENCFF206TXR.bigWig	https://datasetencode.blob.core.windows.net/dataset/2016/11/09/1e42ecbd-3cd0-490f-a543-59efa31bc824/ENCFF206TXR.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38	released			
ENCFF483AFJ	bigWig	bigWig		plus strand signal of unique reads	GRCh38	ENCSR527DXF	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										EFTUD2-human	RNA				ultraviolet irradiation	strand-specific	2016-04-26	ENCODE		see document	175-300	1	1_1							/files/ENCFF499JDZ/	22423138	Gene Yeo, UCSD	02d6ca27fd880a54b5082c918e86132e		https://www.encodeproject.org/files/ENCFF483AFJ/@@download/ENCFF483AFJ.bigWig				released	s3://encode-public/2016/11/09/afce7117-58ed-4b59-95ff-0a6a7109fe61/ENCFF483AFJ.bigWig	https://datasetencode.blob.core.windows.net/dataset/2016/11/09/afce7117-58ed-4b59-95ff-0a6a7109fe61/ENCFF483AFJ.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38	released			
ENCFF115BKF	bigWig	bigWig		plus strand signal of unique reads	GRCh38	ENCSR527DXF	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										EFTUD2-human	RNA				ultraviolet irradiation	strand-specific	2016-04-26	ENCODE		see document	175-300	2	2_1							/files/ENCFF061QCD/	9491728	Gene Yeo, UCSD	61e71c215a53c319ae501d7ebec07774		https://www.encodeproject.org/files/ENCFF115BKF/@@download/ENCFF115BKF.bigWig				released	s3://encode-public/2016/11/09/0e4bc4d0-0046-42c5-badf-76651a623b67/ENCFF115BKF.bigWig	https://datasetencode.blob.core.windows.net/dataset/2016/11/09/0e4bc4d0-0046-42c5-badf-76651a623b67/ENCFF115BKF.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38	released			
ENCFF796RMF	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR527DXF	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										EFTUD2-human	RNA				ultraviolet irradiation	strand-specific	2016-04-26	ENCODE		see document	175-300	1, 2	1_1, 2_1							/files/ENCFF499JDZ/, /files/ENCFF269URO/, /files/ENCFF128MQR/, /files/ENCFF061QCD/, /files/ENCFF723JLV/, /files/ENCFF714YXE/	173686	Gene Yeo, UCSD	668e69b68ac071f08cb66335ebf6a344		https://www.encodeproject.org/files/ENCFF796RMF/@@download/ENCFF796RMF.bed.gz				released	s3://encode-public/2018/12/03/c3363c45-01ad-4987-a537-d6a40e12d92d/ENCFF796RMF.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2018/12/03/c3363c45-01ad-4987-a537-d6a40e12d92d/ENCFF796RMF.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38	released			
ENCFF511ZTQ	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR527DXF	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										EFTUD2-human	RNA				ultraviolet irradiation	strand-specific	2016-04-26	ENCODE		see document	175-300	1	1_1							/files/ENCFF201YNC/, /files/ENCFF056AWB/	2345059	Gene Yeo, UCSD	c063a0df0ed10076ac253e8493e56bc7		https://www.encodeproject.org/files/ENCFF511ZTQ/@@download/ENCFF511ZTQ.bed.gz				released	s3://encode-public/2016/11/30/4fabdc9a-b300-4160-b57e-9561f48f2449/ENCFF511ZTQ.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2016/11/30/4fabdc9a-b300-4160-b57e-9561f48f2449/ENCFF511ZTQ.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19	archived			
ENCFF955RUR	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR527DXF	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										EFTUD2-human	RNA				ultraviolet irradiation	strand-specific	2016-04-26	ENCODE		see document	175-300	2	2_1							/files/ENCFF381UFF/, /files/ENCFF056AWB/	1624744	Gene Yeo, UCSD	0fe8c64f614f89fda7784fa435bc7f49		https://www.encodeproject.org/files/ENCFF955RUR/@@download/ENCFF955RUR.bed.gz				released	s3://encode-public/2016/11/30/b5af37e1-cae9-4cae-9c61-6ac7b868c3aa/ENCFF955RUR.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2016/11/30/b5af37e1-cae9-4cae-9c61-6ac7b868c3aa/ENCFF955RUR.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19	archived			
ENCFF128MQR	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR527DXF	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										EFTUD2-human	RNA				ultraviolet irradiation	strand-specific	2016-04-26	ENCODE		see document	175-300	1	1_1							/files/ENCFF499JDZ/, /files/ENCFF723JLV/	2330348	Gene Yeo, UCSD	e06bc4638bd93afa039069ce016d10f9		https://www.encodeproject.org/files/ENCFF128MQR/@@download/ENCFF128MQR.bed.gz				released	s3://encode-public/2016/11/30/d6d1b592-33e3-40e1-abff-298ddf702b97/ENCFF128MQR.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2016/11/30/d6d1b592-33e3-40e1-abff-298ddf702b97/ENCFF128MQR.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38	released			
ENCFF714YXE	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR527DXF	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										EFTUD2-human	RNA				ultraviolet irradiation	strand-specific	2016-04-26	ENCODE		see document	175-300	2	2_1							/files/ENCFF061QCD/, /files/ENCFF723JLV/	1566631	Gene Yeo, UCSD	42239765810ecda4abb405cbaee967d3		https://www.encodeproject.org/files/ENCFF714YXE/@@download/ENCFF714YXE.bed.gz				released	s3://encode-public/2016/11/30/47dc7f41-f786-4d36-9d9c-d5adf761b4ee/ENCFF714YXE.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2016/11/30/47dc7f41-f786-4d36-9d9c-d5adf761b4ee/ENCFF714YXE.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38	released			
ENCFF021EVP	bigBed narrowPeak	bigBed	narrowPeak	peaks	hg19	ENCSR527DXF	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										EFTUD2-human	RNA				ultraviolet irradiation	strand-specific	2016-04-26	ENCODE		see document	175-300	2	2_1							/files/ENCFF955RUR/	3239050	Gene Yeo, UCSD	5d683fcde80398fe23172f2f8127cdd7		https://www.encodeproject.org/files/ENCFF021EVP/@@download/ENCFF021EVP.bigBed				released	s3://encode-public/2016/12/02/2ac434df-7fb1-4f9f-a112-eaf06b90b481/ENCFF021EVP.bigBed	https://datasetencode.blob.core.windows.net/dataset/2016/12/02/2ac434df-7fb1-4f9f-a112-eaf06b90b481/ENCFF021EVP.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19	archived			
ENCFF327OME	bigBed narrowPeak	bigBed	narrowPeak	peaks	hg19	ENCSR527DXF	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										EFTUD2-human	RNA				ultraviolet irradiation	strand-specific	2016-04-26	ENCODE		see document	175-300	1	1_1							/files/ENCFF511ZTQ/	4463436	Gene Yeo, UCSD	0cfd5f640db83f109836dcc6774b9892		https://www.encodeproject.org/files/ENCFF327OME/@@download/ENCFF327OME.bigBed				released	s3://encode-public/2016/12/02/3d2fd2e0-7666-40f6-a442-ec6971d6e5dc/ENCFF327OME.bigBed	https://datasetencode.blob.core.windows.net/dataset/2016/12/02/3d2fd2e0-7666-40f6-a442-ec6971d6e5dc/ENCFF327OME.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19	archived			
ENCFF857JEW	bigBed narrowPeak	bigBed	narrowPeak	peaks	GRCh38	ENCSR527DXF	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										EFTUD2-human	RNA				ultraviolet irradiation	strand-specific	2016-04-26	ENCODE		see document	175-300	1	1_1							/files/ENCFF128MQR/	4435031	Gene Yeo, UCSD	dcc2046146eb69b3678c31acb86f2bd1		https://www.encodeproject.org/files/ENCFF857JEW/@@download/ENCFF857JEW.bigBed				released	s3://encode-public/2016/12/03/6bf7d4d4-b078-49a7-a80c-fa1c55033d72/ENCFF857JEW.bigBed	https://datasetencode.blob.core.windows.net/dataset/2016/12/03/6bf7d4d4-b078-49a7-a80c-fa1c55033d72/ENCFF857JEW.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38	released			
ENCFF958ZJB	bigBed narrowPeak	bigBed	narrowPeak	peaks	GRCh38	ENCSR527DXF	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										EFTUD2-human	RNA				ultraviolet irradiation	strand-specific	2016-04-26	ENCODE		see document	175-300	2	2_1							/files/ENCFF714YXE/	3136173	Gene Yeo, UCSD	bc410afc6c7ceb66e24fa80bd7e1db66		https://www.encodeproject.org/files/ENCFF958ZJB/@@download/ENCFF958ZJB.bigBed				released	s3://encode-public/2016/12/03/3c653e81-ed6a-46b8-872e-dee99b07fc3a/ENCFF958ZJB.bigBed	https://datasetencode.blob.core.windows.net/dataset/2016/12/03/3c653e81-ed6a-46b8-872e-dee99b07fc3a/ENCFF958ZJB.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38	released			
ENCFF449TUS	bam	bam		alignments	hg19	ENCSR893NWB	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										GRWD1-human	RNA				ultraviolet irradiation	strand-specific	2016-04-26	ENCODE		see document	175-300	1	1_1		40					/files/ENCFF500BLJ/, /files/ENCFF874PLO/	1008267327	Gene Yeo, UCSD	52417502d5e1d98a0e7e64105ee8efa6		https://www.encodeproject.org/files/ENCFF449TUS/@@download/ENCFF449TUS.bam				released	s3://encode-public/2016/03/17/7dba8d01-183e-45bb-8a2b-b0fa01823e09/ENCFF449TUS.bam	https://datasetencode.blob.core.windows.net/dataset/2016/03/17/7dba8d01-183e-45bb-8a2b-b0fa01823e09/ENCFF449TUS.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19	archived			
ENCFF459XDE	bam	bam		alignments	hg19	ENCSR893NWB	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										GRWD1-human	RNA				ultraviolet irradiation	strand-specific	2016-04-26	ENCODE		see document	175-300	2	2_1		40					/files/ENCFF451BKG/, /files/ENCFF933DLG/	981018819	Gene Yeo, UCSD	149fa0293906f4559c1551b25b3f88ff		https://www.encodeproject.org/files/ENCFF459XDE/@@download/ENCFF459XDE.bam				released	s3://encode-public/2016/03/17/6c8a982e-6357-4a99-ba80-48a03e3bb30a/ENCFF459XDE.bam	https://datasetencode.blob.core.windows.net/dataset/2016/03/17/6c8a982e-6357-4a99-ba80-48a03e3bb30a/ENCFF459XDE.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19	archived			
ENCFF713QGM	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR893NWB	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										GRWD1-human	RNA				ultraviolet irradiation	strand-specific	2016-04-26	ENCODE		see document	175-300	1, 2	1_1, 2_1							/files/ENCFF735YNV/, /files/ENCFF449TUS/, /files/ENCFF403RNH/, /files/ENCFF039QTN/, /files/ENCFF459XDE/, /files/ENCFF689GDA/	498110	Gene Yeo, UCSD	c0399c3c3157cf13be021bede7a1d2e4		https://www.encodeproject.org/files/ENCFF713QGM/@@download/ENCFF713QGM.bed.gz				released	s3://encode-public/2018/06/08/b2528343-2c4c-4a10-8a14-9ba7b5d60be0/ENCFF713QGM.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2018/06/08/b2528343-2c4c-4a10-8a14-9ba7b5d60be0/ENCFF713QGM.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19	archived			
ENCFF591FGE	bam	bam		alignments	GRCh38	ENCSR893NWB	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										GRWD1-human	RNA				ultraviolet irradiation	strand-specific	2016-04-26	ENCODE		see document	175-300	1	1_1		40					/files/ENCFF500BLJ/, /files/ENCFF874PLO/	979222446	Gene Yeo, UCSD	9858933a8e99b432c0ebb79349b325ae		https://www.encodeproject.org/files/ENCFF591FGE/@@download/ENCFF591FGE.bam				released	s3://encode-public/2016/09/09/bc3cfd06-681d-4c9b-885e-9ca74f6b88ca/ENCFF591FGE.bam	https://datasetencode.blob.core.windows.net/dataset/2016/09/09/bc3cfd06-681d-4c9b-885e-9ca74f6b88ca/ENCFF591FGE.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38	released			
